"spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_startSnowfree","topo_slope","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualRange","spectral_NDWI_annualMedian","spectral_NIR_changePSLS","spectral_NIR_changeLSES","site_code","presence_absence"
1858.21216355696,2417.91925155054,2490.29134785108,925.325730669829,-4558.56585307625,-5114.34103250197,-5126.96758472479,-3081.3713509913,0.287881592909495,0,2414.3145841038,1560.71613863132,-4571.56585860186,9.0495852492057,-15.6964074152791,"USA.NorthSlope.Deadhorse-C15","presence"
281.99328104643,889.758374844909,612.263198453486,1569.99600208134,-1352.06493851462,-2950.2359860394,-2224.55700112878,-906.179288367057,0.621461749076843,0,889.758374844909,1288.00272103491,-2224.55700112878,14.7180143716291,-37.9130849586608,"nonveg_508","absence"
2783.25022961426,2900.76030503848,3419.29805571146,1477.31108602566,-5498.52177479941,-5908.47979773955,-6479.41369093249,-5237.07185259406,1.24684438705444,0,2771.74353706373,1636.88587645467,-5769.7820424876,1.52694380284034,-26.3983745809437,"Finland.Javrresduottar.A-Sedge","presence"
3251.49667670885,3453.46433654868,3307.37788275121,1374.12510134196,-5215.18967861625,-5407.82737772619,-5904.82047053428,-3697.96044012749,0.979597920179368,0,3233.79212475795,2516.42672262451,-4925.48045679583,42.6944658479733,45.9597925455305,"Russia.Tiksi.FloodMeadow","presence"
583.215259701566,546.634766388401,811.547229318349,285.984818145116,-2481.62746356727,-2398.67639613723,-2628.46376251724,-962.829914333761,12.5043630599976,0,546.634766388401,525.562411173232,-2398.67639613723,-34.4368070284151,13.0729507011024,"nonveg_954","absence"
920.541899220739,304.309245161101,491.248380872111,970.679447132469,-1129.14694635567,-707.405201887218,-1852.79845445449,293.749554483575,13.9149684906006,0,526.196171741537,666.370201971368,-1129.14694635567,-20.9673378550472,66.1099860485039,"nonveg_936","absence"
944.311929069771,199.960944906951,858.205980465726,-78.9615791413039,-974.893579543574,-2386.9421109368,-3347.54263834731,-2348.23201094985,0.593476355075836,0,858.205980465726,2134.38277111729,-2386.9421109368,-24.5203080725071,30.7783273126943,"nonveg_600","absence"
4299.20028536936,4243.94369840569,4557.50101537653,3005.59936726722,-6905.54872827201,-6973.36346803715,-7579.7009406358,-5905.71691214198,5.6180986404419,1,3962.12744672723,1379.63854360815,-7043.88021442138,-44.5271520650631,20.3537860141866,"Finland.Kevo.2","presence"
1852.84941762587,2273.35604630856,2353.59339076335,1013.61294938695,-4822.87252162146,-5084.89011090239,-5392.55223878316,-4144.23712654373,0.999836385250091,0,2071.64128404452,1895.13297791455,-4952.67524197526,-9.8805988120164,-16.9317637858333,"USA.YukonKuskokwimDelta.1","presence"
397.276031393579,564.007001074864,684.130145904908,606.862416288846,-3387.19943968491,-2197.41541525627,-2258.98725343144,-2181.72258273427,26.8513469696045,0,564.007001074864,1244.52322248423,-2197.41541525627,-26.1776010698388,-22.1803562755238,"nonveg_1309","absence"
891.916622160625,1046.88957707236,937.287560146002,557.414170500942,-2047.79978825728,-2535.92405414103,-2388.2689025644,-980.491815856385,2.04909055966597,0,318.669017311532,990.615089004769,-1822.41914145927,0,43.102713602122,"Canada.EllefRingnesIsland.Isachsen-C01","absence"
557.449937535211,175.111079997956,923.067014040898,49.2093119250477,-758.449869959113,-223.641355795665,-844.120526207148,-840.656161895369,19.9044456481934,0,230.855795445362,873.85770211585,-758.449869959113,-26.1069814023969,14.9345023657295,"nonveg_703","absence"
-198.663087810158,132.07960032993,28.7257951961282,-463.46064924462,3543.11179675203,6067.98147681973,4804.90931120305,10000,0.138568818569183,0,-86.2962814012581,595.54024957455,4804.90931120305,5.87885290026945,-8.02959933535888,"nonveg_1720","absence"
2000.65995185028,2527.76536765008,2766.55510375702,1665.18654621065,-4610.58434607731,-4813.79047177949,-4985.88694776593,-3720.46285230606,1.6420564783944,0,2194.28377779273,2026.76724912198,-4272.87676028417,-35.8030724100382,-2.60459424583253,"Canada.PayneLake.TD4","presence"
-103.317438472979,444.086110891742,-252.544564532964,94.0165677951277,-1168.34015430994,-1804.48755820625,-1184.70663363261,-1054.13667867547,22.3764839172363,0,94.0165677951277,696.630675424706,-1184.70663363261,38.4048122673164,-44.1189719230116,"nonveg_907","absence"
-40.9172159268086,-250.614526569441,625.439524221783,-34.9484188919434,-248.611963802401,-1844.31543312999,-2063.15134114839,253.31075082648,25.8555126190186,0,-34.9484188919434,876.054050791224,-1078.25706602042,-73.1227115407572,2.08450953425016,"nonveg_1473","absence"
828.312677462219,693.969595534724,831.696518065812,751.499510084771,-2547.80788108147,-2627.823471681,-3220.0212117711,-2166.17559865668,12.3717584609985,0,828.312677462219,310.267967554765,-2627.823471681,-4.88261143408968,3.72342032329489,"nonveg_758","absence"
3092.0879242653,3749.27323287193,4306.63617844155,2346.86929055225,-5831.9061696913,-5660.61896026321,-6029.78386732358,-3941.2935641422,0.302517930666606,0,2911.18855238434,2583.55810889823,-6190.14265677045,-11.6737456237447,-17.4547018575262,"USA.YukonKuskokwimDelta.3","presence"
2761.1002788611,2985.78457996305,3636.06466222774,1878.88524915402,-5143.14240898769,-5626.23111238713,-6308.797819188,-3915.16781639325,3.59632637765673,0,3122.8060778513,1650.23727654223,-6441.77548689616,-15.5278505576071,-6.90751652202866,"Canada.PayneLake.TDA0","presence"
1023.23342203101,258.804718502799,802.690904711818,149.080641748702,-1527.15756271102,-1154.5204862217,-2444.71318123583,-1336.67455246352,10.799295425415,0,335.933747355134,874.152780282311,-1527.15756271102,-54.60057310683,97.9189537249491,"nonveg_935","absence"
2466.39914021587,2654.59947054461,3211.20766098511,1679.72779157065,-5760.65183240104,-5986.02364801089,-6776.93634597595,-4270.72807553134,2.80703313350678,0,2408.94367459178,1823.03748883165,-6318.06978245799,-42.417177902862,7.74200794898337,"Norway.Javrresduottar.EC-Salix","presence"
2290.55456013157,2810.05592889955,3047.30003281224,1380.21500604287,-5281.06239221586,-5845.96545653387,-6143.92983426748,-4741.86703878636,3.18972539901733,0,2565.02093054412,1966.10731668339,-6454.51530196243,-24.4548534427623,-13.0718486149085,"Finland.Javrresduottar.EC-Betula","presence"
